id_cliente,tipo_pessoa,tipo_imovel,quantidade_equipamentos,diversidade_equipamentos,horas_uso_diario_media,dias_uso_mes_media,faixa_uso_diario,faixa_dias_uso,qtd_banheiro,qtd_climatizacao,qtd_cozinha,qtd_entretenimento,qtd_iluminacao,qtd_industrial,qtd_limpeza,qtd_ti,consumo_total_kwh
728,PJ,Industrial,39,5,5.92,23.8,Medio,Frequente,0,3,0,0,7,12,0,17,9206.0
729,PF,Comercial,72,8,7.4,24.25,Medio,Frequente,0,19,28,6,8,0,0,11,5795.7699999999995
730,PF,Comercial,61,8,8.6625,22.5,Alto,Frequente,0,12,15,4,12,0,0,18,8323.8
731,PF,Residencial,8,6,9.783333333333333,22.0,Alto,Frequente,0,0,6,1,0,0,0,1,1207.675
732,PJ,Comercial,27,4,4.4,22.5,Medio,Frequente,0,0,13,9,3,0,0,2,1174.6
733,PF,Residencial,9,6,10.033333333333333,24.333333333333332,Alto,Frequente,0,2,5,0,0,0,0,2,911.698
734,PF,Residencial,6,3,5.466666666666666,24.333333333333332,Medio,Frequente,0,0,3,3,0,0,0,0,628.3349999999999
735,PF,Residencial,5,3,7.5,24.666666666666668,Medio,Frequente,0,3,2,0,0,0,0,0,90.642
736,PJ,Comercial,75,8,7.225,23.5,Medio,Frequente,0,19,25,3,6,0,0,22,10285.039999999999
737,PF,Residencial,7,3,9.133333333333333,22.0,Alto,Frequente,2,0,5,0,0,0,0,0,3527.54
738,PJ,Residencial,7,4,5.300000000000001,22.25,Medio,Frequente,0,0,3,4,0,0,0,0,1179.46
739,PF,Residencial,17,7,7.857142857142857,21.285714285714285,Medio,Frequente,1,3,4,6,0,0,0,3,2900.25
740,PF,Residencial,12,6,5.783333333333334,26.166666666666668,Medio,Constante,0,2,8,2,0,0,0,0,745.45
741,PF,Comercial,37,5,6.36,22.2,Medio,Frequente,0,14,8,0,2,0,0,13,2800.2
742,PF,Comercial,37,7,8.4,24.0,Alto,Frequente,0,5,10,5,2,0,0,15,3970.75
743,PJ,Comercial,59,7,8.585714285714285,23.857142857142858,Alto,Frequente,0,16,26,9,6,0,0,2,4704.58
744,PF,Residencial,12,7,9.0,26.0,Alto,Constante,2,0,5,3,0,0,0,2,3583.84
745,PF,Residencial,13,8,9.925,21.625,Alto,Frequente,2,4,5,1,0,0,1,0,3677.3250000000003
746,PJ,Residencial,9,4,6.775,20.5,Medio,Frequente,1,0,5,0,0,0,0,3,1389.4159999999997
747,PF,Residencial,12,5,6.58,21.0,Medio,Frequente,3,0,4,2,0,0,3,0,1815.346
748,PF,Residencial,19,8,7.975,23.125,Medio,Frequente,6,2,6,2,0,0,1,2,7228.19
749,PJ,Comercial,29,4,7.275,23.0,Medio,Frequente,0,12,10,0,0,0,0,7,4478.4
750,PF,Residencial,18,8,4.475,23.5,Medio,Frequente,0,4,9,2,0,0,3,0,909.904
751,PF,Residencial,11,4,4.300000000000001,26.75,Medio,Constante,2,3,3,3,0,0,0,0,2166.46
752,PJ,Residencial,10,6,7.8500000000000005,25.0,Medio,Frequente,0,1,6,0,0,0,2,1,2347.99
753,PF,Residencial,7,3,6.066666666666666,22.0,Medio,Frequente,0,3,2,0,0,0,2,0,311.52
754,PF,Residencial,19,7,8.1,22.857142857142858,Alto,Frequente,0,0,8,6,0,0,3,2,1998.978
755,PF,Industrial,36,4,7.925,21.0,Medio,Frequente,0,0,0,0,9,10,0,17,14436.2
756,PJ,Comercial,45,5,8.280000000000001,25.2,Alto,Constante,0,17,2,13,13,0,0,0,7273.228
757,PF,Industrial,31,5,8.059999999999999,24.4,Alto,Frequente,0,6,0,0,7,13,0,5,24193.44
758,PF,Residencial,16,8,6.387499999999999,25.125,Medio,Constante,0,4,6,3,0,0,3,0,808.383
759,PJ,Residencial,12,6,8.133333333333333,22.5,Alto,Frequente,2,3,0,5,0,0,1,1,2062.131
760,PJ,Residencial,14,7,7.057142857142857,20.714285714285715,Medio,Frequente,3,4,7,0,0,0,0,0,3733.140000000001
761,PF,Residencial,16,8,8.725,21.25,Alto,Frequente,5,2,4,0,0,0,3,2,5009.97
762,PF,Comercial,50,8,7.074999999999999,22.75,Medio,Frequente,0,13,9,3,4,0,0,21,8280.54
763,PF,Residencial,4,3,8.766666666666667,27.666666666666668,Alto,Constante,1,0,3,0,0,0,0,0,1786.8500000000001
764,PJ,Residencial,14,7,7.414285714285714,25.142857142857142,Medio,Constante,1,3,10,0,0,0,0,0,2358.15
765,PF,Residencial,16,8,7.3375,22.125,Medio,Frequente,4,2,6,2,0,0,0,2,3216.696
766,PF,Residencial,12,6,8.466666666666667,24.833333333333332,Alto,Frequente,2,0,8,0,0,0,2,0,1790.8039999999999
767,PJ,Comercial,38,5,7.42,24.4,Medio,Frequente,0,14,2,10,0,0,0,12,3601.6200000000003
768,PJ,Residencial,9,5,6.88,23.4,Medio,Frequente,0,2,4,3,0,0,0,0,356.34000000000003
769,PF,Residencial,8,5,6.319999999999999,22.4,Medio,Frequente,3,0,3,0,0,0,0,2,1948.3000000000002
770,PJ,Residencial,14,7,6.714285714285714,21.285714285714285,Medio,Frequente,2,3,5,1,0,0,0,3,2390.504
771,PF,Residencial,7,3,5.7,20.666666666666668,Medio,Frequente,2,0,5,0,0,0,0,0,2054.664
772,PJ,Comercial,51,5,8.86,22.8,Alto,Frequente,0,13,25,0,0,0,0,13,6050.46
773,PF,Comercial,60,5,4.58,23.8,Medio,Frequente,0,13,14,13,8,0,0,12,4650.5599999999995
774,PF,Industrial,21,3,7.8999999999999995,21.666666666666668,Medio,Frequente,0,0,0,0,7,3,0,11,8800.0
775,PJ,Comercial,41,4,6.75,22.0,Medio,Frequente,0,23,0,0,0,0,0,18,5123.1
776,PF,Residencial,8,5,7.56,22.2,Medio,Frequente,0,2,2,2,0,0,0,2,869.498
777,PF,Comercial,51,7,8.628571428571428,23.285714285714285,Alto,Frequente,0,9,9,10,5,0,0,18,5302.3099999999995
778,PJ,Residencial,6,3,7.566666666666667,21.333333333333332,Medio,Frequente,0,1,0,2,0,0,0,3,344.40000000000003
779,PJ,Residencial,15,8,7.425,22.5,Medio,Frequente,2,1,9,3,0,0,0,0,3428.3949999999995
780,PF,Comercial,40,6,7.716666666666666,22.333333333333332,Medio,Frequente,0,12,14,5,0,0,0,9,5986.464
781,PF,Residencial,12,5,8.08,21.2,Alto,Frequente,2,3,7,0,0,0,0,0,2127.18
782,PF,Industrial,23,3,6.3,25.666666666666668,Medio,Constante,0,14,0,0,2,0,0,7,7487.28
783,PF,Residencial,11,5,8.1,24.0,Alto,Frequente,1,2,8,0,0,0,0,0,2222.568
784,PF,Comercial,44,6,7.75,24.5,Medio,Frequente,0,16,5,14,9,0,0,0,6863.812000000001
785,PF,Comercial,36,5,7.840000000000001,24.2,Medio,Frequente,0,11,9,0,3,0,0,13,8378.820000000002
786,PJ,Comercial,66,7,7.1571428571428575,22.142857142857142,Medio,Frequente,0,24,15,0,6,0,0,21,10532.55
787,PF,Comercial,28,4,7.25,21.0,Medio,Frequente,0,0,9,5,0,0,0,14,3793.38
788,PF,Comercial,46,8,6.925,22.75,Medio,Frequente,0,7,8,10,2,0,0,19,1783.08
789,PF,Residencial,7,3,7.933333333333333,22.0,Medio,Frequente,0,0,3,3,0,0,0,1,1628.52
790,PJ,Residencial,11,7,9.071428571428571,20.428571428571427,Alto,Frequente,0,3,3,4,0,0,0,1,1369.672
791,PF,Residencial,15,6,4.983333333333333,21.0,Medio,Frequente,1,3,8,0,0,0,3,0,2304.438
792,PF,Comercial,60,7,9.157142857142857,20.428571428571427,Alto,Frequente,0,12,12,6,6,0,0,24,8584.916
793,PF,Residencial,19,8,8.0625,23.375,Alto,Frequente,0,0,9,5,0,0,2,3,1217.545
794,PF,Comercial,56,7,6.5857142857142845,22.0,Medio,Frequente,0,16,20,5,0,0,0,15,5467.5199999999995
795,PF,Residencial,10,5,9.7,21.0,Alto,Frequente,1,3,3,3,0,0,0,0,1693.0540000000003
796,PJ,Residencial,11,7,6.3,21.571428571428573,Medio,Frequente,3,2,5,1,0,0,0,0,2695.245
797,PJ,Comercial,59,7,6.8999999999999995,22.285714285714285,Medio,Frequente,0,20,19,9,8,0,0,3,2942.544
798,PF,Residencial,11,6,6.383333333333333,22.5,Medio,Frequente,3,2,3,0,0,0,0,3,2487.0
799,PF,Residencial,9,7,9.157142857142857,22.142857142857142,Alto,Frequente,2,0,6,1,0,0,0,0,2323.134
800,PJ,Residencial,14,7,6.114285714285714,23.857142857142858,Medio,Frequente,3,1,9,0,0,0,1,0,3834.722
801,PJ,Industrial,33,4,9.625,21.75,Alto,Frequente,0,7,0,0,2,0,0,24,8316.24
802,PF,Comercial,44,5,4.779999999999999,24.4,Medio,Frequente,0,10,9,2,13,0,0,10,2684.965
803,PF,Residencial,9,4,6.824999999999999,20.0,Medio,Frequente,1,3,5,0,0,0,0,0,2016.3600000000001
804,PF,Residencial,7,4,9.95,22.25,Alto,Frequente,2,0,4,1,0,0,0,0,3700.4399999999996
805,PF,Residencial,14,8,5.5875,21.875,Medio,Frequente,0,2,8,4,0,0,0,0,421.184
806,PJ,Comercial,33,4,9.024999999999999,21.5,Alto,Frequente,0,16,9,0,0,0,0,8,4061.208
807,PJ,Comercial,72,8,6.8375,22.875,Medio,Frequente,0,13,20,13,8,0,0,18,6696.887000000001
808,PJ,Residencial,6,3,7.666666666666667,23.333333333333332,Medio,Frequente,0,0,2,3,0,0,0,1,219.45
809,PF,Residencial,12,7,5.671428571428572,21.428571428571427,Medio,Frequente,2,0,10,0,0,0,0,0,3577.3020000000006
810,PF,Residencial,6,3,5.5,20.666666666666668,Medio,Frequente,0,1,5,0,0,0,0,0,897.3299999999999
811,PF,Comercial,52,7,7.271428571428571,23.0,Medio,Frequente,0,13,13,11,8,0,0,7,3192.66
812,PJ,Comercial,50,7,10.085714285714285,25.714285714285715,Alto,Constante,0,2,18,5,13,0,0,12,8839.144
813,PF,Residencial,18,8,6.55,21.5,Medio,Frequente,6,1,8,0,0,0,3,0,3656.576
814,PJ,Residencial,13,8,6.8375,23.25,Medio,Frequente,5,1,3,2,0,0,0,2,7031.5
815,PJ,Residencial,14,8,8.1375,24.875,Alto,Frequente,1,4,3,5,0,0,0,1,1596.831
816,PF,Industrial,50,5,8.4,23.8,Alto,Frequente,0,14,0,0,5,14,0,17,25567.729999999996
817,PF,Residencial,17,7,7.7,24.714285714285715,Medio,Frequente,2,2,10,0,0,0,3,0,3276.9480000000003
818,PF,Comercial,29,4,4.725,22.0,Medio,Frequente,0,9,0,8,0,0,0,12,1434.56
819,PF,Comercial,55,6,6.916666666666667,24.833333333333332,Medio,Frequente,0,26,8,5,0,0,0,16,3597.46
820,PF,Residencial,17,8,5.6375,22.75,Medio,Frequente,3,3,10,0,0,0,1,0,3066.2999999999997
821,PJ,Residencial,12,5,6.779999999999999,26.4,Medio,Constante,1,3,5,0,0,0,3,0,831.7860000000001
822,PF,Residencial,14,6,10.4,26.5,Alto,Constante,0,2,6,2,0,0,2,2,1996.3059999999996
823,PF,Comercial,36,5,9.0,22.8,Alto,Frequente,0,7,4,14,2,0,0,9,4163.244
824,PF,Comercial,59,8,9.75,24.0,Alto,Frequente,0,20,23,4,2,0,0,10,9952.03
825,PF,Comercial,21,4,4.5,22.0,Medio,Frequente,0,9,7,0,5,0,0,0,596.086
826,PJ,Residencial,15,8,6.1625,22.5,Medio,Frequente,3,5,6,1,0,0,0,0,4103.508
827,PF,Residencial,12,7,10.057142857142859,23.142857142857142,Alto,Frequente,2,2,5,2,0,0,0,1,3795.165
828,PF,Industrial,16,4,6.525,22.5,Medio,Frequente,0,2,0,0,0,5,0,9,3316.2500000000005
829,PJ,Comercial,54,8,10.2625,22.125,Alto,Frequente,0,11,17,7,7,0,0,12,7702.425
830,PF,Residencial,7,4,6.7,20.5,Medio,Frequente,3,0,1,2,0,0,1,0,602.232
831,PF,Industrial,35,4,8.5,19.75,Alto,Frequente,0,11,0,0,12,8,0,4,18695.6
832,PF,Comercial,61,7,9.085714285714285,25.857142857142858,Alto,Constante,0,18,7,0,11,0,0,25,7804.26
833,PF,Residencial,13,6,10.549999999999999,23.5,Alto,Frequente,6,0,6,0,0,0,1,0,5542.716
834,PF,Comercial,42,7,6.357142857142857,23.428571428571427,Medio,Frequente,0,11,5,5,3,0,0,18,4110.030000000001
835,PF,Comercial,55,7,5.385714285714286,19.285714285714285,Medio,Frequente,0,11,11,10,8,0,0,15,3221.26
836,PF,Comercial,39,4,7.949999999999999,22.25,Medio,Frequente,0,22,0,3,14,0,0,0,6045.805999999999
837,PJ,Residencial,9,5,5.08,24.0,Medio,Frequente,1,2,3,3,0,0,0,0,1099.8000000000002
838,PF,Residencial,9,3,7.2,18.333333333333332,Medio,Frequente,3,0,6,0,0,0,0,0,2355.8940000000002
839,PF,Industrial,26,4,5.125,24.0,Medio,Frequente,0,0,0,0,4,9,0,13,9708.0
840,PF,Residencial,13,6,7.133333333333333,20.5,Medio,Frequente,2,0,6,3,0,0,1,1,2422.976
841,PF,Residencial,6,3,9.133333333333333,22.666666666666668,Alto,Frequente,0,0,5,1,0,0,0,0,290.34
842,PF,Residencial,4,3,4.166666666666667,21.333333333333332,Medio,Frequente,0,0,3,1,0,0,0,0,624.835
843,PF,Residencial,12,6,8.633333333333333,24.0,Alto,Frequente,1,4,6,1,0,0,0,0,1948.66
844,PJ,Comercial,41,5,5.76,21.2,Medio,Frequente,0,5,28,6,0,0,0,2,823.26
845,PF,Industrial,15,3,6.633333333333333,24.333333333333332,Medio,Frequente,0,0,0,0,3,6,0,6,6580.499999999999
846,PF,Residencial,13,6,5.583333333333333,22.833333333333332,Medio,Frequente,0,4,7,2,0,0,0,0,1385.2879999999998
847,PF,Residencial,10,6,3.516666666666667,26.0,Baixo,Constante,2,1,6,1,0,0,0,0,996.82
848,PJ,Residencial,15,8,8.425,24.375,Alto,Frequente,2,3,7,1,0,0,0,2,4310.648
849,PF,Comercial,64,8,8.95,23.0,Alto,Frequente,0,14,13,12,10,0,0,15,5984.532
850,PF,Comercial,54,6,7.133333333333333,20.333333333333332,Medio,Frequente,0,2,12,9,12,0,0,19,7181.21
851,PF,Residencial,18,8,8.6125,19.5,Alto,Frequente,2,3,7,3,0,0,1,2,3142.476
852,PJ,Comercial,49,6,9.133333333333333,20.833333333333332,Alto,Frequente,0,8,15,13,7,0,0,6,4011.6699999999996
853,PF,Comercial,27,4,8.625,18.75,Alto,Frequente,0,5,0,0,13,0,0,9,3292.9300000000003
854,PJ,Comercial,34,4,7.35,23.25,Medio,Frequente,0,8,12,5,0,0,0,9,2754.62
855,PF,Industrial,31,4,6.5,25.25,Medio,Constante,0,0,0,0,13,10,0,8,26696.5
856,PF,Residencial,17,8,6.5375,22.125,Medio,Frequente,1,3,8,2,0,0,3,0,2105.0
857,PF,Comercial,61,7,9.1,26.142857142857142,Alto,Constante,0,19,13,14,3,0,0,12,11086.042000000001
858,PF,Residencial,13,7,9.200000000000001,22.0,Alto,Frequente,3,2,7,0,0,0,1,0,6022.62
859,PF,Comercial,50,8,6.675,25.125,Medio,Constante,0,12,11,6,8,0,0,13,4938.66
860,PF,Comercial,70,8,17.1,24.0,Alto,Frequente,0,22,9,14,10,0,0,15,9744.732
861,PJ,Comercial,25,4,7.825,26.25,Medio,Constante,0,6,16,0,3,0,0,0,2252.34
862,PF,Comercial,61,7,8.328571428571427,22.285714285714285,Alto,Frequente,0,16,14,8,2,0,0,21,6641.321999999999
863,PF,Residencial,14,7,8.742857142857144,20.428571428571427,Alto,Frequente,5,0,8,0,0,0,1,0,3718.428
864,PF,Residencial,5,3,37.56666666666667,24.0,Alto,Frequente,1,0,3,1,0,0,0,0,12646.08
865,PF,Industrial,47,5,7.58,19.8,Medio,Frequente,0,12,0,0,9,8,0,18,15247.900000000001
866,PF,Industrial,44,4,5.5,21.25,Medio,Frequente,0,11,0,0,14,8,0,11,9402.56
867,PF,Residencial,12,6,5.216666666666667,21.833333333333332,Medio,Frequente,0,1,5,3,0,0,3,0,696.534
868,PF,Residencial,15,6,10.483333333333333,23.5,Alto,Frequente,3,0,11,0,0,0,1,0,7340.597999999999
869,PJ,Residencial,7,4,7.125,21.75,Medio,Frequente,3,0,1,0,0,0,0,3,1845.0
870,PJ,Comercial,27,4,5.25,21.75,Medio,Frequente,0,0,12,0,11,0,0,4,3695.08
871,PF,Comercial,46,5,11.0,26.2,Alto,Constante,0,22,12,0,8,0,0,4,7460.179999999999
872,PF,Residencial,8,4,8.45,20.5,Alto,Frequente,2,2,2,2,0,0,0,0,2252.898
873,PF,Residencial,9,4,6.45,25.5,Medio,Constante,0,0,3,3,0,0,2,1,493.7460000000001
874,PF,Comercial,55,6,5.983333333333333,24.0,Medio,Frequente,0,16,6,12,12,0,0,9,4732.794
875,PF,Comercial,88,8,7.6375,23.75,Medio,Frequente,0,23,25,8,12,0,0,20,9016.181
876,PF,Residencial,13,6,9.200000000000001,22.666666666666668,Alto,Frequente,0,0,8,2,0,0,3,0,1463.9479999999999
877,PJ,Residencial,13,8,5.8625,23.5,Medio,Frequente,2,2,7,2,0,0,0,0,1445.124
878,PF,Residencial,9,4,8.175,23.0,Alto,Frequente,3,0,2,3,0,0,0,1,1793.865
879,PF,Residencial,7,4,7.025,25.0,Medio,Frequente,1,1,5,0,0,0,0,0,1981.23
880,PF,Residencial,10,7,8.057142857142857,22.857142857142858,Alto,Frequente,3,1,5,0,0,0,1,0,4142.780000000001
881,PF,Comercial,39,7,5.0,23.714285714285715,Medio,Frequente,0,8,13,3,11,0,0,4,2220.7960000000003
882,PF,Comercial,25,5,6.220000000000001,24.6,Medio,Frequente,0,8,14,0,3,0,0,0,1406.0520000000001
883,PF,Comercial,39,6,10.1,21.0,Alto,Frequente,0,13,8,4,0,0,0,14,2028.3
884,PF,Comercial,63,7,8.228571428571428,17.857142857142858,Alto,Frequente,0,16,9,9,9,0,0,20,6908.5
885,PJ,Residencial,17,8,5.4,20.125,Medio,Frequente,1,4,2,4,0,0,3,3,896.881
886,PF,Residencial,12,5,7.4799999999999995,23.6,Medio,Frequente,1,3,3,3,0,0,0,2,2402.0679999999998
887,PF,Residencial,13,8,6.5375,21.25,Medio,Frequente,2,3,3,2,0,0,1,2,865.9499999999999
888,PF,Residencial,12,6,6.083333333333333,20.5,Medio,Frequente,1,6,3,2,0,0,0,0,1577.76
889,PF,Comercial,54,5,6.7,20.2,Medio,Frequente,0,0,27,0,12,0,0,15,5408.575
890,PF,Industrial,40,5,5.3,24.0,Medio,Frequente,0,5,0,0,13,4,0,18,10783.5
891,PF,Residencial,12,6,6.633333333333333,22.166666666666668,Medio,Frequente,0,0,8,0,0,0,2,2,1152.638
892,PJ,Residencial,12,6,8.683333333333334,19.0,Alto,Frequente,3,0,5,3,0,0,1,0,2475.9920000000006
893,PJ,Comercial,28,5,9.58,23.2,Alto,Frequente,0,10,6,0,8,0,0,4,6925.32
894,PF,Residencial,14,8,5.475,20.625,Medio,Frequente,3,1,7,1,0,0,0,2,2207.824
895,PF,Residencial,7,4,8.575,22.25,Alto,Frequente,0,0,6,0,0,0,0,1,935.565
896,PF,Comercial,45,5,6.58,25.0,Medio,Frequente,0,12,7,9,4,0,0,13,3001.14
897,PF,Comercial,55,6,7.716666666666666,26.0,Medio,Constante,0,23,8,8,3,0,0,13,7700.28
898,PJ,Residencial,11,5,9.58,22.6,Alto,Frequente,3,0,6,2,0,0,0,0,4849.92
899,PF,Residencial,13,8,19.2375,23.125,Alto,Frequente,5,1,6,1,0,0,0,0,37064.862
900,PF,Comercial,78,8,6.8125,24.0,Medio,Frequente,0,23,24,11,4,0,0,16,5896.63
901,PF,Residencial,11,5,7.88,23.6,Medio,Frequente,0,4,7,0,0,0,0,0,837.5680000000001
902,PF,Residencial,14,6,6.8999999999999995,21.833333333333332,Medio,Frequente,3,0,7,1,0,0,3,0,4048.3109999999992
903,PF,Comercial,51,6,7.6499999999999995,20.833333333333332,Medio,Frequente,0,13,12,12,0,0,0,14,2440.61
904,PF,Residencial,8,5,9.0,25.0,Alto,Frequente,0,3,3,1,0,0,1,0,311.46000000000004
905,PF,Comercial,40,5,7.92,23.2,Medio,Frequente,0,14,19,0,0,0,0,7,3907.585
906,PJ,Residencial,13,7,8.614285714285714,22.714285714285715,Alto,Frequente,0,3,6,3,0,0,0,1,1966.6049999999998
907,PF,Industrial,24,3,7.7,17.666666666666668,Medio,Frequente,0,6,0,0,8,0,0,10,2870.6200000000003
908,PF,Residencial,16,6,7.733333333333334,22.833333333333332,Medio,Frequente,3,0,7,3,0,0,0,3,4012.71
909,PF,Residencial,8,3,9.166666666666666,25.333333333333332,Alto,Constante,0,2,6,0,0,0,0,0,1264.83
910,PF,Residencial,11,5,7.959999999999999,26.6,Medio,Constante,1,3,3,3,0,0,0,1,3852.9249999999997
911,PF,Residencial,17,7,8.142857142857142,21.571428571428573,Alto,Frequente,2,0,7,3,0,0,3,2,1980.204
912,PF,Comercial,60,7,5.628571428571428,23.285714285714285,Medio,Frequente,0,19,18,11,7,0,0,5,6761.075
913,PF,Industrial,25,3,10.9,25.333333333333332,Alto,Constante,0,0,0,0,5,0,0,20,8723.2
914,PF,Residencial,6,3,6.066666666666666,23.666666666666668,Medio,Frequente,1,2,3,0,0,0,0,0,764.8199999999999
915,PF,Residencial,9,4,5.074999999999999,25.75,Medio,Constante,3,0,2,1,0,0,3,0,759.09
916,PF,Comercial,52,7,6.971428571428571,23.285714285714285,Medio,Frequente,0,11,15,3,4,0,0,19,3419.9519999999998
917,PF,Comercial,26,5,6.9,22.6,Medio,Frequente,0,14,2,0,8,0,0,2,2445.96
918,PJ,Residencial,9,6,9.35,20.833333333333332,Alto,Frequente,1,3,4,1,0,0,0,0,1449.8000000000002
919,PJ,Residencial,17,8,7.625,22.625,Medio,Frequente,3,3,10,0,0,0,1,0,5900.04
920,PF,Residencial,15,6,6.916666666666667,22.333333333333332,Medio,Frequente,2,3,5,5,0,0,0,0,1940.6639999999998
921,PJ,Comercial,44,5,5.4,22.2,Medio,Frequente,0,14,12,4,2,0,0,12,3336.6000000000004
922,PF,Residencial,9,4,8.925,18.25,Alto,Frequente,1,0,3,2,0,0,0,3,820.665
923,PF,Comercial,40,8,7.9625,20.25,Medio,Frequente,0,9,16,4,4,0,0,7,3639.353
924,PJ,Residencial,12,7,8.385714285714286,23.571428571428573,Alto,Frequente,2,1,5,4,0,0,0,0,2116.324
925,PF,Comercial,66,8,6.075,23.75,Medio,Frequente,0,17,9,11,14,0,0,15,7195.450000000001
926,PF,Residencial,9,5,5.82,23.6,Medio,Frequente,3,0,3,3,0,0,0,0,2182.94
927,PF,Residencial,11,6,10.549999999999999,25.833333333333332,Alto,Constante,0,4,7,0,0,0,0,0,2815.2
928,PF,Residencial,19,8,7.475,24.0,Medio,Frequente,5,3,8,3,0,0,0,0,8308.28
929,PF,Comercial,38,5,8.260000000000002,24.6,Alto,Frequente,0,0,9,9,0,0,0,20,6378.915
930,PF,Residencial,19,8,8.0875,20.25,Alto,Frequente,0,2,10,4,0,0,3,0,1565.223
931,PF,Residencial,17,8,7.3375,23.625,Medio,Frequente,3,3,8,2,0,0,1,0,1370.25
932,PF,Residencial,13,8,7.2375,23.375,Medio,Frequente,3,1,4,2,0,0,2,1,3628.802
933,PJ,Residencial,8,4,9.925,22.0,Alto,Frequente,1,0,7,0,0,0,0,0,3152.68
934,PF,Comercial,32,5,8.78,19.6,Alto,Frequente,0,14,7,0,9,0,0,2,4574.685
935,PF,Comercial,56,7,5.557142857142858,21.571428571428573,Medio,Frequente,0,11,12,13,2,0,0,18,5725.544
936,PF,Comercial,60,7,5.328571428571428,23.571428571428573,Medio,Frequente,0,15,4,6,13,0,0,22,10038.752
937,PF,Residencial,5,3,6.833333333333333,20.333333333333332,Medio,Frequente,0,0,3,2,0,0,0,0,78.36
938,PJ,Comercial,43,6,8.983333333333333,23.333333333333332,Alto,Frequente,0,12,8,9,4,0,0,10,7239.3
939,PF,Residencial,12,7,8.342857142857143,21.428571428571427,Alto,Frequente,2,1,6,3,0,0,0,0,3758.6679999999997
940,PF,Residencial,7,4,5.7,23.0,Medio,Frequente,3,0,3,1,0,0,0,0,2310.85
941,PF,Residencial,4,3,10.233333333333333,22.333333333333332,Alto,Frequente,2,0,2,0,0,0,0,0,2927.1
942,PF,Residencial,15,8,7.6,24.625,Medio,Frequente,1,3,8,1,0,0,0,2,1344.924
943,PF,Comercial,63,8,10.05,20.625,Alto,Frequente,0,19,12,2,9,0,0,21,6336.602
944,PJ,Comercial,48,4,7.175,22.25,Medio,Frequente,0,14,12,8,0,0,0,14,4270.864
945,PF,Comercial,43,4,5.949999999999999,24.25,Medio,Frequente,0,14,10,0,10,0,0,9,4470.75
946,PF,Residencial,13,6,8.9,23.833333333333332,Alto,Frequente,0,0,9,2,0,0,2,0,2432.3360000000002
947,PF,Residencial,4,3,6.2,25.0,Medio,Frequente,1,0,3,0,0,0,0,0,509.698
948,PJ,Residencial,15,7,6.314285714285715,23.285714285714285,Medio,Frequente,2,2,11,0,0,0,0,0,2399.364
949,PJ,Residencial,12,5,8.74,22.6,Alto,Frequente,3,3,5,0,0,0,0,1,6844.294999999999
950,PF,Residencial,8,3,6.466666666666666,20.666666666666668,Medio,Frequente,0,0,3,3,0,0,0,2,262.4
951,PF,Residencial,10,4,8.05,24.25,Alto,Frequente,0,0,5,3,0,0,0,2,779.772
952,PF,Residencial,10,5,8.0,19.8,Medio,Frequente,0,1,7,2,0,0,0,0,595.592
953,PF,Residencial,11,5,9.82,22.0,Alto,Frequente,3,0,3,5,0,0,0,0,5067.39
954,PJ,Comercial,44,4,7.075,23.0,Medio,Frequente,0,22,22,0,0,0,0,0,2222.616
955,PF,Industrial,35,5,7.3,20.4,Medio,Frequente,0,2,0,0,14,4,0,15,8937.14
956,PF,Industrial,55,5,7.74,21.4,Medio,Frequente,0,13,0,0,14,7,0,21,27360.979999999996
957,PF,Comercial,25,4,5.35,20.75,Medio,Frequente,0,0,8,0,13,0,0,4,817.0
958,PF,Residencial,22,8,5.3375,23.625,Medio,Frequente,0,5,14,3,0,0,0,0,855.042
959,PF,Comercial,57,7,6.642857142857143,23.714285714285715,Medio,Frequente,0,16,13,3,0,0,0,25,4253.93
960,PJ,Comercial,72,8,8.6625,24.375,Alto,Frequente,0,15,18,8,6,0,0,25,6689.927999999999
961,PF,Residencial,16,8,7.35,22.75,Medio,Frequente,0,4,10,2,0,0,0,0,1906.7559999999999
962,PF,Residencial,12,6,5.616666666666666,21.5,Medio,Frequente,0,3,6,0,0,0,1,2,1120.5359999999998
963,PF,Comercial,60,6,8.75,22.5,Alto,Frequente,0,15,13,13,14,0,0,5,4653.224
964,PF,Residencial,14,8,6.425000000000001,24.625,Medio,Frequente,2,1,5,4,0,0,2,0,5436.389999999999
965,PF,Residencial,8,5,4.9399999999999995,19.6,Medio,Frequente,0,2,4,2,0,0,0,0,707.744
966,PF,Residencial,13,7,8.371428571428572,21.571428571428573,Alto,Frequente,1,1,10,0,0,0,1,0,2424.4839999999995
967,PJ,Residencial,6,4,11.975,25.25,Alto,Constante,0,1,2,0,0,0,2,1,966.5880000000001
968,PF,Residencial,14,7,7.071428571428571,22.857142857142858,Medio,Frequente,0,0,11,3,0,0,0,0,1697.9759999999999
969,PF,Residencial,13,7,19.228571428571428,23.857142857142858,Alto,Frequente,1,1,5,4,0,0,0,2,2225.36
970,PF,Residencial,6,3,6.633333333333333,20.333333333333332,Medio,Frequente,2,0,0,4,0,0,0,0,1991.93
971,PF,Residencial,7,3,3.9333333333333336,21.0,Baixo,Frequente,0,0,3,4,0,0,0,0,592.58
972,PJ,Comercial,85,8,9.4375,21.625,Alto,Frequente,0,25,22,13,9,0,0,16,8185.295999999999
